Age,Experience,Income,Family,CCAvg,Mortgage,Personal Loan,Securities Account,Online,CreditCard,Education_Advanced/Professional,Education_Graduate,Education_Undergrad
0.7643106716042558,0.6993954884089943,0.11470772096688348,0.5350925176755291,-0.14220808531024193,0.8953698566819124,0,0,1,1,0,1,0
0.1523025840693907,0.1745677143661542,-0.27960593761955504,0.5350925176755291,0.4371250834234298,1.0697068430459464,0,0,1,1,0,1,0
1.201459305557731,1.3116945581256412,0.22423929279644972,-1.2030270292983476,-0.08427476843687473,-0.557438363018371,0,0,1,1,1,0,0
-1.4214324981631195,-1.487386903436173,-0.542481710010514,-1.2030270292983476,-0.2580747190569762,-0.557438363018371,0,0,0,0,0,0,1
0.7643106716042558,0.34951030571376757,-1.068233254792432,1.4041522911624673,-0.8953412046640149,-0.557438363018371,0,0,0,1,1,0,0
0.4145917644414757,0.524452897061381,-1.1558585122560852,1.4041522911624673,-0.547741303423812,-0.557438363018371,0,0,1,0,0,0,1
1.3763187591391208,1.399165853799448,1.2538360679943725,-1.2030270292983476,-0.6056746202971791,-0.557438363018371,0,0,1,0,0,0,1
0.2397323108600857,0.2620390100399609,-0.2576996232536418,1.4041522911624673,0.9585249352837342,0.2464488518824524,0,0,0,1,1,0,0
-0.7219946838375594,-0.7001452423719128,0.22423929279644972,1.4041522911624673,-0.7215412540439136,-0.557438363018371,0,0,1,0,1,0,0
-0.5471352302561694,-0.612673946698106,-0.7615448536696466,-0.3339672558114092,-0.6636079371705463,-0.557438363018371,0,0,0,0,1,0,0
-0.10998659630269432,-0.00037487698145917354,1.0566792387011532,-1.2030270292983476,-0.9532745215373821,-0.557438363018371,0,1,1,0,0,0,1
0.8517403983949507,0.9618093754304144,0.37758349335784247,-0.3339672558114092,0.49505840029679676,-0.557438363018371,0,0,0,0,0,0,1
0.5020214912321708,0.4369816013875743,0.39948980772375575,-1.2030270292983476,-0.02634145156350764,0.4111004501151512,0,0,0,1,0,1,0
-1.6837216785352045,-1.5748581991099797,0.1804266640646232,-0.3339672558114092,0.32125844967669537,1.3699538751173383,0,0,0,0,0,0,1
-0.28484604988408435,-0.26278876400287926,1.7576812984103773,0.5350925176755291,1.7116580546375075,-0.557438363018371,1,0,1,1,0,0,1
-1.4214324981631195,-1.5748581991099797,-0.9806079973287791,1.4041522911624673,-0.2580747190569762,-0.557438363018371,0,0,0,1,0,1,0
-0.5471352302561694,-0.5252026510242993,1.735774984044464,-0.3339672558114092,0.6109250340435312,-0.557438363018371,0,0,0,0,0,0,1
-0.10998659630269432,-0.00037487698145917354,0.421396122089669,1.4041522911624673,-0.6636079371705463,0.4207858382464864,0,0,1,0,0,0,1
-1.0717135910003395,-1.0500304250671395,-0.34532488071729484,-0.3339672558114092,0.32125844967669537,-0.557438363018371,0,0,1,0,0,0,1
-0.9842838642096444,-1.0500304250671395,0.1804266640646232,-1.2030270292983476,0.4371250834234298,1.8735940579467698,0,0,1,0,0,1,0
0.5894512180228658,0.6993954884089943,-0.4767627669127743,1.4041522911624673,-1.0691411552841164,0.6144936008731909,0,0,0,0,1,0,0
-0.10998659630269432,-0.26278876400287926,-0.9806079973287791,0.5350925176755291,-0.547741303423812,-0.557438363018371,0,0,1,1,0,1,0
-0.28484604988408435,-0.35026005967668594,-0.2576996232536418,0.5350925176755291,-0.6056746202971791,-0.557438363018371,0,0,1,0,1,0,0
0.7643106716042558,0.7868667840828011,-0.8710764254992128,1.4041522911624673,-1.0691411552841164,-0.557438363018371,0,0,1,1,1,0,0
1.3763187591391208,1.4866371494732546,-1.1339521978901719,-1.2030270292983476,-0.4318746696770777,-0.557438363018371,0,0,1,0,1,0,0
0.1523025840693907,0.08709641869234752,0.31186455026010274,-0.3339672558114092,-0.14220808531024193,-0.557438363018371,0,0,1,0,0,1,0
-1.2465730445817296,-1.1375017207409461,-1.3311090271833912,-1.2030270292983476,-0.8374078877906479,-0.557438363018371,0,0,1,0,1,0,0
-1.3340027713724245,-1.3999156077623662,-1.2215774553538248,-0.3339672558114092,-0.9532745215373821,-0.557438363018371,0,0,1,0,0,1,0
-0.19741632309338936,-0.35026005967668594,-0.06054279396042254,0.5350925176755291,0.22277181099197124,-0.557438363018371,0,0,0,0,0,1,0
-0.8094244106282544,-0.9625591293933329,-0.7396385393037334,-0.3339672558114092,-0.547741303423812,-0.557438363018371,0,0,1,0,0,1,0
-1.2465730445817296,-1.224973016414753,0.20233297843053646,1.4041522911624673,-0.08427476843687473,-0.557438363018371,0,0,1,0,1,0,0
0.5894512180228658,0.6119241927351877,0.15852034969870996,-1.2030270292983476,-0.3739413528037105,2.2803803594628493,0,0,0,1,1,0,0
-0.10998659630269432,-0.08784617265526587,-0.10435542269224904,0.5350925176755291,-0.8374078877906479,-0.557438363018371,0,0,1,0,1,0,0
0.9391701251856458,1.049280671104221,0.35567717899192924,-0.3339672558114092,-0.9532745215373821,-0.557438363018371,0,0,1,1,0,0,1
1.0265998519763408,1.049280671104221,-0.5205753956446009,1.4041522911624673,0.08952518218322678,1.486178532693361,0,0,0,0,0,0,1
1.288889032348426,1.3116945581256412,-1.0901395691583453,-1.2030270292983476,-0.2580747190569762,-0.557438363018371,0,0,0,0,0,1,0
-1.4214324981631195,-1.3124443120885596,-1.1558585122560852,0.5350925176755291,-0.6056746202971791,0.5951228246105205,0,0,0,0,1,0,0
0.5894512180228658,0.6119241927351877,-1.2872963984515646,1.4041522911624673,-0.6636079371705463,0.4207858382464864,0,0,0,0,0,0,1
-1.3340027713724245,-1.3999156077623662,-0.7615448536696466,0.5350925176755291,-0.4898079865504448,-0.557438363018371,0,0,1,0,0,1,0
-1.2465730445817296,-1.3124443120885596,0.22423929279644972,-1.2030270292983476,0.5529917171701639,0.45952739077182725,0,0,0,1,1,0,0
1.551178212720511,1.4866371494732546,0.596646637016975,-0.3339672558114092,0.49505840029679676,-0.557438363018371,0,0,0,0,0,0,1
-1.8585811321165946,-1.8372720861313998,-0.8491701111332997,-0.3339672558114092,-0.14220808531024193,-0.557438363018371,0,0,0,0,0,1,0
-0.5471352302561694,-0.4377313553504927,0.33377086462601596,-0.3339672558114092,-0.02634145156350764,-0.557438363018371,0,0,0,0,0,0,1
1.1140295787670358,1.2242232624518345,1.6700560409467242,-1.2030270292983476,3.1599909764716867,4.101233328153871,0,0,1,0,0,0,1
-0.19741632309338936,-0.08784617265526587,1.2757423823602858,-1.2030270292983476,1.7695913715108746,-0.557438363018371,0,0,0,0,0,0,1
-0.19741632309338936,-0.17531746832907258,0.44330243645558226,1.4041522911624673,-0.4898079865504448,-0.557438363018371,0,0,1,0,0,1,0
-0.5471352302561694,-0.5252026510242993,2.2834328431922954,-1.2030270292983476,1.24819151965057,1.44743698016802,0,0,1,0,0,0,1
1.3763187591391208,1.399165853799448,2.502495986851428,-1.2030270292983476,4.2607239970656625,-0.557438363018371,1,0,0,0,0,1,0
-1.5088622249538146,-1.487386903436173,-0.4548564525468611,-0.3339672558114092,-0.200141402183609,-0.557438363018371,0,0,0,0,1,0,0
1.551178212720511,1.4866371494732546,2.5682149299491677,-0.3339672558114092,1.3640581533973044,1.4280662039053496,1,0,0,0,1,0,0
0.7643106716042558,0.7868667840828011,-0.08244910832633578,0.5350925176755291,0.031591865309859565,0.5660666602165149,0,0,1,1,0,1,0
-1.2465730445817296,-1.3999156077623662,-0.7177322249378201,-1.2030270292983476,0.031591865309859565,-0.557438363018371,0,1,1,0,0,1,0
1.3763187591391208,1.4866371494732546,-0.7615448536696466,1.4041522911624673,-0.8953412046640149,-0.557438363018371,0,0,1,1,0,0,1
1.551178212720511,1.136751966778028,-0.7177322249378201,1.4041522911624673,-0.1595880803722521,-0.557438363018371,0,0,1,0,1,0,0
-1.5088622249538146,-1.487386903436173,-1.0025143116946924,1.4041522911624673,-0.6636079371705463,-0.557438363018371,0,0,1,0,0,0,1
1.201459305557731,1.049280671104221,-0.7396385393037334,1.4041522911624673,0.32125844967669537,-0.557438363018371,0,0,1,0,0,1,0
1.7260376663019008,1.7490510364946747,-0.7396385393037334,-1.2030270292983476,-0.4898079865504448,-0.557438363018371,0,0,0,0,1,0,0
-0.10998659630269432,-0.00037487698145917354,-0.7615448536696466,-0.3339672558114092,0.08952518218322678,0.5951228246105205,0,0,0,0,1,0,0
-1.5962919517445096,-1.487386903436173,1.3414613254580254,0.5350925176755291,0.4371250834234298,3.7913009079511437,1,0,0,1,1,0,0
-1.5088622249538146,-1.6623294947837863,-0.8710764254992128,1.4041522911624673,-0.2580747190569762,1.0115945142579352,0,0,0,1,0,1,0
0.5020214912321708,0.6119241927351877,-0.34532488071729484,-1.2030270292983476,-1.1270744721574835,-0.557438363018371,0,0,0,1,0,0,1
-0.28484604988408435,-0.17531746832907258,-0.4329501381809478,-1.2030270292983476,-0.08427476843687473,-0.557438363018371,0,0,1,0,0,0,1
0.1523025840693907,0.08709641869234752,1.4071802685557653,-1.2030270292983476,-1.1270744721574835,-0.557438363018371,0,0,0,0,0,0,1
0.9391701251856458,0.8743380797566077,-0.6520132818400803,1.4041522911624673,-0.7215412540439136,1.1278191718339579,0,0,1,0,0,1,0
1.201459305557731,1.3116945581256412,0.8157097806761076,-1.2030270292983476,1.3640581533973044,-0.557438363018371,0,0,1,0,0,0,1
-0.10998659630269432,-0.17531746832907258,-0.1262617370581623,1.4041522911624673,0.5529917171701639,-0.557438363018371,0,1,0,1,0,0,1
0.1523025840693907,0.08709641869234752,1.4728992116535051,-1.2030270292983476,0.2633251328033282,-0.557438363018371,0,0,0,0,0,0,1
-1.6837216785352045,-1.7498007904575932,-1.1120458835242586,-1.2030270292983476,-1.0691411552841164,-0.557438363018371,0,0,0,0,0,1,0
-1.2465730445817296,-1.1375017207409461,2.173901271362729,-1.2030270292983476,2.348924540244546,-0.557438363018371,0,0,1,0,0,0,1
-1.4214324981631195,-1.487386903436173,-0.9367953685969526,1.4041522911624673,-0.9532745215373821,-0.557438363018371,0,0,1,0,0,1,0
-0.10998659630269432,-0.26278876400287926,1.1881171248966327,-0.3339672558114092,0.755758326226949,-0.557438363018371,1,0,0,1,0,1,0
0.8517403983949507,0.4369816013875743,0.4652087508214955,-0.3339672558114092,1.4799247871440389,2.1060433730988155,0,0,0,0,1,0,0
0.06487285727869571,-0.00037487698145917354,1.3195550110921124,-1.2030270292983476,2.1751245896244447,0.8566283041565715,0,1,1,0,0,0,1
1.288889032348426,1.399165853799448,1.6481497265808112,-1.2030270292983476,1.595791420890773,-0.557438363018371,0,0,1,0,0,0,1
-0.19741632309338936,-0.08784617265526587,0.859522409407934,-0.3339672558114092,-0.08427476843687473,-0.557438363018371,0,0,0,1,0,1,0
-0.28484604988408435,-0.17531746832907258,-0.9367953685969526,-1.2030270292983476,-0.9532745215373821,-0.557438363018371,0,0,0,1,1,0,0
