input,target
50.33612454083887,0
12.923572013056134,0
56.343661667990894,1
51.99994697707888,0
52.18426000732818,0
40.93231024374298,0
29.15131482520196,0
62.57170865302786,1
34.95898137786122,0
32.759159059844585,0
63.12743529782157,1
62.03633204143911,1
25.92161634534873,0
55.07070923394704,1
23.40598858270032,0
79.74032472676447,1
83.83651658864085,1
54.82528632051243,0
83.29572224680595,1
13.109492052595172,0
56.501201097847265,1
14.804834760777304,0
50.1822835164505,0
18.89031143105381,0
22.593077113919215,0
62.07351041524147,1
31.08112921220864,0
19.576268517669916,0
30.67641171142732,0
37.053518788694596,0
56.28495481712405,0
25.772858258222048,0
63.826775868983326,1
51.629687261339036,0
57.20771662570198,1
48.71493984918388,0
84.52472936981364,1
60.64061872168346,1
27.59641215945446,0
69.05727372660641,1
93.14507138167212,1
52.177880276546844,1
92.6467028656774,1
42.76342308213515,0
57.723212040973536,1
50.35229445638535,0
51.663257301443316,0
77.10807072032263,1
59.740650180285314,1
94.98720552914504,1
55.13940624874151,1
17.54563359726342,0
42.90392095773461,0
90.01372363823187,1
47.10647939356454,0
15.51045151759791,0
31.82526091404351,0
17.98284954004873,0
103.67545701963373,1
93.04226807909083,1
81.58500997705002,1
63.5322294114365,1
81.36701736395317,1
20.897136681963605,0
37.09076657576388,0
55.17543762641026,1
41.885392003293276,0
16.066396688488535,0
99.65287444794404,1
47.43771042303461,0
52.70869365873271,1
42.274626203431986,0
33.444846881131674,0
49.13612926416482,0
86.3532074205996,1
73.83827947907575,1
41.15320153249404,0
9.589922079928389,0
84.13961000028928,1
33.88731785114511,0
63.052998120868004,1
13.156437220847275,0
66.66925515910292,1
43.465631109700055,0
52.887175030254205,0
51.268053108715804,0
37.14646410363983,0
63.693620654163624,1
94.33260054172892,1
20.547050340279046,0
36.0562794447962,0
12.001543547219526,0
78.81996173875461,1
70.89561564498527,1
31.705782138419064,0
44.70923064844993,0
65.27062206641115,1
71.85274520547576,1
21.934509870103703,0
93.01350386789507,1
83.83428519975618,1
22.102179856419426,0
90.03214376237068,1
75.90039808852228,1
83.10365921411795,1
54.626258132767326,1
27.34893983806433,0
92.24465438068485,1
63.19957749284373,1
45.5330002189427,0
38.230180524145695,0
88.8602690598965,1
45.76158834169795,0
54.860508923187,1
63.33254647042132,1
88.40274655332745,1
66.74873007629395,1
21.76367623318184,0
63.39884131326999,1
57.93183081273128,0
63.56684456551173,1
76.66358159716238,1
34.45636955399017,0
24.560518636828647,0
23.557484036291115,0
32.83986987332546,0
14.32116330303034,0
62.51495710182559,1
32.573207858561894,0
29.584219904345897,0
15.036302354208773,0
34.99088740280056,0
27.93159439981021,0
33.705503766690825,0
51.185348467946966,0
59.32567007854553,1
89.0880655419979,1
100.02052648088859,1
18.064442156008408,0
33.921028525043155,0
64.71320818888225,1
23.836869495199814,0
88.61024851592877,1
27.368038315440884,0
77.3545296065559,1
73.03983396872381,1
79.42667982308294,1
15.373345618618156,0
35.11620162414019,0
71.20298520386642,1
21.085179255361947,0
9.818171973525807,0
45.94021377490926,0
61.31830366012753,1
12.702138371047319,0
19.55234443785743,0
12.035609658489651,0
43.06242757678861,0
68.44245462552536,1
29.38362432034213,0
84.55854676204115,1
45.799366068750686,0
62.266112004642416,1
36.34833339617993,0
61.334489663558536,1
99.61523705994026,1
50.03613168846722,0
29.671412147551965,0
45.58913849908294,0
51.77437379931064,0
51.4013855397747,1
53.52259629962922,1
17.53226020985967,0
22.233163957099848,0
50.43336062932883,0
73.92543023438341,1
77.15123171136516,1
80.74474487657336,1
53.1016049054538,1
97.50880807410442,1
37.68376385615461,0
52.72375287757997,0
77.36049763153125,1
82.88003139512487,1
43.77928507444024,0
82.67758400475023,1
49.56471361157666,0
74.75494652404555,1
15.05131214079352,0
10.872636181512881,0
91.75024249755828,1
23.39715065763211,0
69.89751365696121,1
39.657193498870484,0
26.741193042353803,0
41.120244942076965,0
92.9172226812385,1
65.63483445600502,1
88.64819296215417,1
72.98617455367551,1
58.248662435264144,1
52.94669531379942,1
