input,target
16.243453636632417,8803.949865737342
-6.117564136500754,-657.6025159109017
-5.2817175226345565,-210.70503064900993
-10.729686221561705,-2377.079430374511
8.654076293246785,1211.3890634193476
-23.015386968802826,-23917.287494689263
17.4481176421648,10824.207216579516
-7.612069008951028,-755.7156177926059
3.1903909605709857,128.09559516959223
-2.493703754774101,129.17777722596094
14.621079370449742,6515.215497121361
-20.60140709497654,-17177.355552280766
-3.224172040135075,-194.33291932868454
-3.8405435466841564,18.366013941418245
11.337694423354375,3188.645267996071
-10.998912673140309,-2553.0056860632462
-1.7242820755043575,50.324336812062846
-8.778584179213718,-1417.6654250685763
0.4221374671559283,-194.48348759792017
5.828152137158222,306.6730576746328
-11.006191772129213,-2570.0753082543342
11.44723709839614,3067.526434631255
9.015907205927956,1515.005249788079
5.0249433890186825,224.8853172444876
9.008559492644117,1602.2394556245001
-6.837278591743331,-442.92771846285734
-1.2289022551864817,2.6473247861824682
-9.357694342590687,-1338.9158864330498
-2.678880796260159,-92.03416960879986
5.30355466738186,268.6676429868901
-6.916607517253091,-568.2474639932228
-3.967535268559774,-140.67974098383453
-6.871727001195994,-477.1722245866386
-8.452056414987196,-1191.8041493893381
-6.712461308368191,-420.8489769663603
-0.1266459891890136,19.558622593401008
-11.173103486352778,-2397.0998380387664
2.3441569781709215,-17.496462580394365
16.598021771098704,9383.94797016464
7.420441605773355,879.3953760457892
-1.9183555236161491,-226.62099051961806
-8.876289640848363,-1250.8046010938801
-7.471582937508376,-722.8193998091025
16.924546010277467,9976.188351365397
0.5080775477602897,-154.42762163718035
-6.369956465693534,-624.652805308711
1.9091548466746602,74.31296834331857
21.002551364788424,19066.37634392142
1.2015895248162916,163.16197955521866
6.172031097074192,412.616245292035
3.001703199558275,-42.97945609929423
-3.5224984649351865,-98.67379584833107
-11.425181980221401,-3038.377342210995
-3.493427224128775,-128.46034664018185
-2.0889423337477813,73.40167033360557
5.866231911821976,595.7519310699718
8.38983413874505,1271.0288701894815
9.311020813035572,1855.8840085358188
2.8558732525425876,92.97521201603726
8.85141164270728,1475.607812561454
-7.5439794099665285,-811.3646547272211
12.528681552332879,4096.329879746518
5.129298204180088,265.5909964797402
-2.9809283510271567,-55.19980199700596
4.88518146537497,185.9595077938848
-0.7557171302105572,26.363632737807897
11.316293874514269,3016.477611097455
15.198168164221988,7088.903089375298
21.855754065331613,21311.59854423966
-13.964963354881377,-5323.484770048913
-14.441138054295894,-6005.129072648132
-5.044658629464513,-177.8755650316836
1.6003706944783047,165.0285108517335
8.761689211162249,1650.1961666708896
3.1563494724160526,225.93672084048214
-20.22201215824003,-16196.69400539003
-3.0620401262837182,72.53820386901543
8.279746426072462,1307.4872539118433
2.300947353643834,-171.42250723783835
7.620111803120247,1021.5163993470039
-2.2232814261035925,47.90698914611306
-2.0075806892999744,6.135333896670922
1.865613909882843,43.46149671888877
4.100516472082563,156.43781680214866
1.9829972012676975,180.73467284051554
1.1900864580745882,-36.58272802733274
-6.706622862890306,-571.6161526489071
3.775637863209194,118.86657107337545
1.2182127099143694,31.45158765293399
11.294839079119196,2821.8003684056107
11.98917879901507,3717.2101403746024
1.8515641748394385,36.89212321442774
-3.752849500901142,-30.962630499738893
-6.387304074542223,-454.25907741395866
4.234943540641129,146.96508341494666
0.7734006834855942,-34.770034967508
-3.4385367557107562,-56.43924772389303
0.4359685683424694,15.129827888630308
-6.200008439481293,-316.48783339549436
6.980320340722189,756.5849827848209
-4.4712856478599825,-167.66973975010563
12.245077048054988,4008.4573630746427
4.034916417908,15.686955087649608
5.9357852323706695,313.55528901040327
-10.949118457410417,-2458.9382926413386
1.693824330586681,-10.345481029687033
7.405564510962748,682.2544720735173
-9.537006018079346,-1665.5954287247685
-2.6621850600362205,-99.05561753252078
0.3261454669335856,112.95961014992709
-13.731173202467557,-5037.7450394694415
3.1515939204229175,174.4476423963069
8.461606475850335,1320.7986489660268
-8.595159408319864,-1208.1232232029456
3.5054597866410737,97.05470916741353
-13.122834112374317,-4291.532768485002
-0.38695509266051115,-230.37919151992216
-16.157723547032948,-8126.71962662112
11.21417708235664,2897.1733420213227
4.0890053793682775,329.15701320752015
-0.24616955875778357,-68.85306647013493
-7.751616191691596,-749.45213677583
12.737559301587766,4031.239097574865
19.671017492547346,15672.096221420228
-18.579818644467522,-12436.466306736522
12.361640304528203,3893.7167542575635
16.276507531489063,8860.655855644609
3.3801169657447576,59.22203559455082
-11.99268032335186,-3251.562594522171
8.633453175440216,1339.4980628975932
